Rxn name	Formula	Gene-reaction association	LB	UB	Objective
11OXPENT	d11oxpen_c + h_c + nadph_c + o2_c  -> h2o_c + nadp_c + pentlacd_c 	XNR_1954	  0.00	1000.00	  0.00
23PDE2e	23cump_e + h2o_e  -> 3ump_e + h_e 	XNR_4866	  0.00	1000.00	  0.00
23PDE4e	23ccmp_e + h2o_e  -> 3cmp_e + h_e 	XNR_4866	  0.00	1000.00	  0.00
23PDE7e	23camp_e + h2o_e  -> 3amp_e + h_e 	XNR_4866	  0.00	1000.00	  0.00
23PDE9e	23cgmp_e + h2o_e  -> 3gmp_e + h_e 	XNR_4866	  0.00	1000.00	  0.00
24DCLPMO	24dclphen_c + h_c + nadph_c + o2_c  -> 3dclcatc_c + h2o_c + nadp_c 	XNR_0590	  0.00	1000.00	  0.00
24DHX5M6OI	24dh5m6o24d_c  -> 4h2mohexn_c + h_c 	XNR_1266	  0.00	1000.00	  0.00
25DBUT	24dab_c + h_c  -> co2_c + prp13da_c 	XNR_4864	  0.00	1000.00	  0.00
2ABZMOx	anthrancoa_c + 2 h_c + 2 nadh_c + o2_c  -> 2a5ocyc1eccoa_c + h2o_c + 2 nad_c 	XNR_0109	  0.00	1000.00	  0.00
2ABZMOy	anthrancoa_c + 2 h_c + 2 nadph_c + o2_c  -> 2a5ocyc1eccoa_c + h2o_c + 2 nadp_c 	XNR_0109	  0.00	1000.00	  0.00
2AMUCSAD	amucsam_c + h2o_c + nad_c  -> amuco_c + h_c + nadh_c 	XNR_0363 or XNR_1178 or XNR_1185 or XNR_3881 or XNR_4007 or XNR_5220	  0.00	1000.00	  0.00
2CLRED	2chloacr_c + h_c + nadph_c  -> 2clprop_c + nadp_c 	XNR_3060 or XNR_3082 or XNR_5817	  0.00	1000.00	  0.00
2DHGLCK	2dhglcn_c + atp_c  -> 6p2dgluc_c + adp_c + h_c 	XNR_4070	  0.00	1000.00	  0.00
2K3DRHAM	2dh3dorham_c + nad_c  -> 24ddhrham_c + h_c + nadh_c 	XNR_1752	  0.00	1000.00	  0.00
2MBCOATA	2mbcoa_c + ACP_c  <=> 2mbACP_c + coa_c 	XNR_0396 or XNR_4511	-1000.00	1000.00	  0.00
2OGLUAH	HC00591_c + h2o_c  -> akg_c + nh4_c 	XNR_3074	  0.00	1000.00	  0.00
2OH3EDISO	2hdhepdd_c  <=> 2ohed_c 	XNR_1266	-1000.00	1000.00	  0.00
2OXOADOX	2oxoadp_c + coa_c + nad_c  -> co2_c + glutcoa_c + nadh_c 	( XNR_1523 and XNR_4701 and XNR_5676 ) or ( XNR_1523 and XNR_4701 and XNR_0677 ) or XNR_4702 or ( XNR_1523 and XNR_4701 and XNR_4014 ) or ( XNR_1523 and XNR_4701 and XNR_5676 ) or ( XNR_1523 and XNR_4701 and XNR_0677 ) or XNR_4702 or ( XNR_1523 and XNR_4701 and XNR_4014 )	  0.00	1000.00	  0.00
33BIFLAV	2 flaviolin_c + h_c + nadph_c + o2_c  -> 33biflav_c + 2 h2o_c + nadp_c 	XNR_5809	  0.00	1000.00	  0.00
34HPPOR	34hpp_c + o2_c  -> co2_c + hgentis_c 	XNR_1801	  0.00	1000.00	  0.00
36AHDGALC	ahgalac__L_c  -> 2dh3dogal_c 	XNR_5718	  0.00	1000.00	  0.00
38BIFLAVS	2 flaviolin_c + h_c + nadph_c + o2_c  -> 38biflav_c + 2 h2o_c + nadp_c 	XNR_5809	  0.00	1000.00	  0.00
38DPCLOR	dvpchlda_c + h_c + nadph_c  -> dvchlda_c + nadp_c 	XNR_0646 or XNR_0883 or XNR_0949 or XNR_1292	  0.00	1000.00	  0.00
3AIBUTS	3uribut_c + h2o_c + 2 h_c  -> 3aib_c + co2_c + nh4_c 	XNR_0488	  0.00	1000.00	  0.00
3CLBZDH	3clbxal_c + h2o_c + nad_c  -> 3clbzat_c + 2 h_c + nadh_c 	XNR_3418	  0.00	1000.00	  0.00
